PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
1630224,Jalen,Green,Jalen Green,"Green, Jalen",J. Green,jalen-green,2002-02-09T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-4,186,3,4,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jalen_green,2021,2024,Y,Y,Y,2021,1,2,N
1629750,Javonte,Green,Javonte Green,"Green, Javonte",J. Green,javonte-green,1993-07-23T00:00:00,Radford,USA,Radford/USA,6-5,205,5,4,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,javonte_green,2019,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,jeff-green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235,16,32,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jeff_green,2007,2024,N,Y,Y,2007,1,5,N
1630182,Josh,Green,Josh Green,"Green, Josh",J. Green,josh-green,2000-11-16T00:00:00,Arizona,Australia,Arizona/Australia,6-5,200,4,10,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,josh_green,2020,2024,Y,Y,Y,2020,1,18,N
1629656,Quentin,Grimes,Quentin Grimes,"Grimes, Quentin",Q. Grimes,quentin-grimes,2000-05-08T00:00:00,Houston,USA,Houston/USA,6-4,210,3,5,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,quentin_grimes,2021,2024,N,Y,Y,2021,1,25,N
1631243,Mouhamed,Gueye,Mouhamed Gueye,"Gueye, Mouhamed",M. Gueye,mouhamed-gueye,2002-11-09T00:00:00,Washington State,Senegal,Washington State/Senegal,6-10,210,1,18,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,mouhamed_gueye,2023,2024,Y,Y,Y,2023,2,39,N
1629060,Rui,Hachimura,Rui Hachimura,"Hachimura, Rui",R. Hachimura,rui-hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,6-8,230,5,28,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,rui_hachimura,2019,2024,N,Y,Y,2019,1,9,N
1630169,Tyrese,Haliburton,Tyrese Haliburton,"Haliburton, Tyrese",T. Haliburton,tyrese-haliburton,2000-02-29T00:00:00,Iowa State,USA,Iowa State/USA,6-5,185,4,0,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,tyrese_haliburton,2020,2024,N,Y,Y,2020,1,12,N
1641790,PJ,Hall,PJ Hall,"Hall, PJ",P. Hall,pj-hall,2002-02-21T00:00:00,Clemson,USA,Clemson/USA,6-10,245,0,13,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,pj_hall,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,tim-hardaway-jr,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-5,205,11,8,Guard-Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,tim_hardaway_jr,2013,2024,Y,Y,Y,2013,1,24,N
201935,James,Harden,James Harden,"Harden, James",J. Harden,james-harden,1989-08-26T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220,15,1,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,james_harden,2009,2024,N,Y,Y,2009,1,3,Y
1630702,Jaden,Hardy,Jaden Hardy,"Hardy, Jaden",J. Hardy,jaden-hardy,2002-07-05T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,198,2,1,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,jaden_hardy,2021,2024,Y,Y,Y,2022,2,37,N
1641989,Elijah,Harkless,Elijah Harkless,"Harkless, Elijah",E. Harkless,elijah-harkless,2000-02-03T00:00:00,UNLV,USA,UNLV/USA,6-3,195,0,,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,elijah_harkless,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1631199,Ron,Harper Jr.,Ron Harper Jr.,"Harper Jr., Ron",R. Harper Jr.,ron-harper-jr,2000-04-12T00:00:00,Rutgers,USA,Rutgers/USA,6-4,233,2,13,Guard-Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,ron_harper_jr,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210,10,14,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,gary_harris,2014,2024,N,Y,Y,2014,1,19,N
202699,Tobias,Harris,Tobias Harris,"Harris, Tobias",T. Harris,tobias-harris,1992-07-15T00:00:00,Tennessee,USA,Tennessee/USA,6-8,226,13,12,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,tobias_harris,2011,2024,N,Y,Y,2011,1,19,N
1628404,Josh,Hart,Josh Hart,"Hart, Josh",J. Hart,josh-hart,1995-03-06T00:00:00,Villanova,USA,Villanova/USA,6-4,215,7,3,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,josh_hart,2017,2024,Y,Y,Y,2017,1,30,N
1628392,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,isaiah-hartenstein,1998-05-05T00:00:00,Zalgiris,Germany,Zalgiris/Germany,7-0,250,6,55,Center-Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,isaiah_hartenstein,2018,2024,Y,Y,Y,2017,2,43,N
1630573,Sam,Hauser,Sam Hauser,"Hauser, Sam",S. Hauser,sam-hauser,1997-12-08T00:00:00,Virginia,USA,Virginia/USA,6-7,217,3,30,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,sam_hauser,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1641722,Jordan,Hawkins,Jordan Hawkins,"Hawkins, Jordan",J. Hawkins,jordan-hawkins,2002-04-29T00:00:00,Connecticut,USA,Connecticut/USA,6-5,190,1,24,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jordan_hawkins,2023,2024,Y,Y,Y,2023,1,14,N
1629637,Jaxson,Hayes,Jaxson Hayes,"Hayes, Jaxson",J. Hayes,jaxson-hayes,2000-05-23T00:00:00,Texas,USA,Texas/USA,7-0,220,5,11,Center-Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,jaxson_hayes,2019,2024,Y,Y,Y,2019,1,8,N
1630703,Scoot,Henderson,Scoot Henderson,"Henderson, Scoot",S. Henderson,scoot-henderson,2004-02-03T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,206,1,00,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,scoot_henderson,2021,2024,Y,Y,Y,2023,1,3,N
1641707,Taylor,Hendricks,Taylor Hendricks,"Hendricks, Taylor",T. Hendricks,taylor-hendricks,2003-11-22T00:00:00,Central Florida,USA,Central Florida/USA,6-9,215,1,0,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,taylor_hendricks,2023,2024,Y,Y,Y,2023,1,9,N
1629639,Tyler,Herro,Tyler Herro,"Herro, Tyler",T. Herro,tyler-herro,2000-01-20T00:00:00,Kentucky,USA,Kentucky/USA,6-5,195,5,14,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,tyler_herro,2019,2024,N,Y,Y,2019,1,13,N
1627741,Buddy,Hield,Buddy Hield,"Hield, Buddy",B. Hield,buddy-hield,1992-12-17T00:00:00,Oklahoma,Bahamas,Oklahoma/Bahamas,6-4,220,8,7,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,buddy_hield,2016,2024,N,Y,Y,2016,1,6,N
1629312,Haywood,Highsmith,Haywood Highsmith,"Highsmith, Haywood",H. Highsmith,haywood-highsmith,1996-12-09T00:00:00,Wheeling Jesuit,USA,Wheeling Jesuit/USA,6-5,220,4,24,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,haywood_highsmith,2018,2024,Y,Y,Y,2018,,,N
1628988,Aaron,Holiday,Aaron Holiday,"Holiday, Aaron",A. Holiday,aaron-holiday,1996-09-30T00:00:00,UCLA,USA,UCLA/USA,6-0,185,6,0,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,aaron_holiday,2018,2024,N,Y,Y,2018,1,23,N
201950,Jrue,Holiday,Jrue Holiday,"Holiday, Jrue",J. Holiday,jrue-holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-4,205,15,4,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jrue_holiday,2009,2024,N,Y,Y,2009,1,17,N
1641842,Ronald,Holland II,Ronald Holland II,"Holland II, Ronald",R. Holland II,ronald-holland-ii,2005-07-07T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-8,206,0,00,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,ronald_holland_ii,2023,2024,Y,Y,Y,2024,1,5,N
1626158,Richaun,Holmes,Richaun Holmes,"Holmes, Richaun",R. Holmes,richaun-holmes,1993-10-15T00:00:00,Bowling Green,USA,Bowling Green/USA,6-9,235,9,22,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,richaun_holmes,2015,2024,Y,Y,Y,2015,2,37,N
1641747,DaRon,Holmes II,DaRon Holmes II,"Holmes II, DaRon",D. Holmes II,daron-holmes-ii,2002-08-15T00:00:00,Dayton,USA,Dayton/USA,6-10,225,0,14,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,daron_holmes_ii,2024,2024,N,N,N,2024,1,22,N
1631096,Chet,Holmgren,Chet Holmgren,"Holmgren, Chet",C. Holmgren,chet-holmgren,2002-05-01T00:00:00,Gonzaga,USA,Gonzaga/USA,7-1,208,1,7,Center-Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,chet_holmgren,2022,2024,N,Y,Y,2022,1,2,N
1641720,Jalen,Hood-Schifino,Jalen Hood-Schifino,"Hood-Schifino, Jalen",J. Hood-Schifino,jalen-hood-schifino,2003-06-19T00:00:00,Indiana,USA,Indiana/USA,6-5,210,1,0,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,jalen_hood-schifino,2023,2024,Y,Y,Y,2023,1,17,N
201143,Al,Horford,Al Horford,"Horford, Al",A. Horford,al-horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240,17,42,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,al_horford,2007,2024,N,Y,Y,2007,1,3,N
1629659,Talen,Horton-Tucker,Talen Horton-Tucker,"Horton-Tucker, Talen",T. Horton-Tucker,talen-horton-tucker,2000-11-25T00:00:00,Iowa State,USA,Iowa State/USA,6-4,234,5,22,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,talen_horton-tucker,2019,2024,Y,Y,Y,2019,2,46,N
1631216,Caleb,Houstan,Caleb Houstan,"Houstan, Caleb",C. Houstan,caleb-houstan,2003-01-09T00:00:00,Michigan,Canada,Michigan/Canada,6-8,205,2,2,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,caleb_houstan,2022,2024,Y,Y,Y,2022,2,32,N
1641724,Jett,Howard,Jett Howard,"Howard, Jett",J. Howard,jett-howard,2003-09-14T00:00:00,Michigan,USA,Michigan/USA,6-6,215,1,13,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,jett_howard,2023,2024,Y,Y,Y,2023,1,11,N
1628989,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,kevin-huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,6-7,198,6,9,Guard-Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,kevin_huerter,2018,2024,N,Y,Y,2018,1,19,N
1630643,Jay,Huff,Jay Huff,"Huff, Jay",J. Huff,jay-huff,1997-08-25T00:00:00,Virginia,USA,Virginia/USA,7-1,240,3,30,Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jay_huff,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630574,Ariel,Hukporti,Ariel Hukporti,"Hukporti, Ariel",A. Hukporti,ariel-hukporti,2002-04-12T00:00:00,MHP Riesen,Germany,MHP Riesen/Germany,6-11,246,0,55,Center,Active,Y,1610612752,Knicks,NYK,knicks,New York,ariel_hukporti,2024,2024,Y,Y,Y,2024,2,58,N
1629631,De'Andre,Hunter,De'Andre Hunter,"Hunter, De'Andre",D. Hunter,deandre-hunter,1997-12-02T00:00:00,Virginia,USA,Virginia/USA,6-8,221,5,12,Forward-Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,deandre_hunter,2019,2024,N,Y,Y,2019,1,4,N
1630538,Bones,Hyland,Bones Hyland,"Hyland, Bones",B. Hyland,bones-hyland,2000-09-14T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-2,169,3,5,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,nahshon_hyland,2021,2024,N,Y,Y,2021,1,26,N
1642345,Oso,Ighodaro,Oso Ighodaro,"Ighodaro, Oso",O. Ighodaro,oso-ighodaro,2002-07-14T00:00:00,Marquette,USA,Marquette/USA,7-0,235,0,4,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,oso_ighodaro,2024,2024,N,Y,Y,2024,2,40,N
204060,Joe,Ingles,Joe Ingles,"Ingles, Joe",J. Ingles,joe-ingles,1987-10-02T00:00:00,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,6-8,220,10,7,Forward-Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,joe_ingles,2014,2024,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1627742,Brandon,Ingram,Brandon Ingram,"Ingram, Brandon",B. Ingram,brandon-ingram,1997-09-02T00:00:00,Duke,USA,Duke/USA,6-8,190,8,14,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,brandon_ingram,2016,2024,N,Y,Y,2016,1,2,N
1631127,Harrison,Ingram,Harrison Ingram,"Ingram, Harrison",H. Ingram,harrison-ingram,2002-11-27T00:00:00,North Carolina,USA,North Carolina/USA,6-5,230,0,55,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,harrison_ingram,2024,2024,Y,Y,Y,2024,2,48,N
202681,Kyrie,Irving,Kyrie Irving,"Irving, Kyrie",K. Irving,kyrie-irving,1992-03-23T00:00:00,Duke,Australia,Duke/Australia,6-2,195,13,11,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,kyrie_irving,2011,2024,N,Y,Y,2011,1,1,N
1628371,Jonathan,Isaac,Jonathan Isaac,"Isaac, Jonathan",J. Isaac,jonathan-isaac,1997-10-03T00:00:00,Florida State,USA,Florida State/USA,6-10,230,5,1,Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,jonathan_isaac,2017,2024,Y,Y,Y,2017,1,6,N
1631093,Jaden,Ivey,Jaden Ivey,"Ivey, Jaden",J. Ivey,jaden-ivey,2002-02-13T00:00:00,Purdue,USA,Purdue/USA,6-4,195,2,23,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,jaden_ivey,2022,2024,N,Y,Y,2022,1,5,N
1641713,GG,Jackson,GG Jackson,"Jackson, GG",G. Jackson,gg-jackson,2004-12-17T00:00:00,South Carolina,USA,South Carolina/USA,6-9,210,1,45,Forward,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,gg_jackson,2023,2024,Y,Y,Y,2023,2,45,N
1630543,Isaiah,Jackson,Isaiah Jackson,"Jackson, Isaiah",I. Jackson,isaiah-jackson,2002-01-10T00:00:00,Kentucky,USA,Kentucky/USA,6-9,205,3,22,Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,isaiah_jackson,2021,2024,Y,Y,Y,2021,1,22,N
1631245,Quenton,Jackson,Quenton Jackson,"Jackson, Quenton",Q. Jackson,quenton-jackson,1998-09-15T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,173,2,29,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,quenton_jackson,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202704,Reggie,Jackson,Reggie Jackson,"Jackson, Reggie",R. Jackson,reggie-jackson,1990-04-16T00:00:00,Boston College,USA,Boston College/USA,6-2,208,13,00,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,reggie_jackson,2011,2024,Y,Y,Y,2011,1,24,N
1641748,Andre,Jackson Jr.,Andre Jackson Jr.,"Jackson Jr., Andre",A. Jackson Jr.,andre-jackson-jr,2001-11-13T00:00:00,Connecticut,USA,Connecticut/USA,6-6,209,1,44,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,andre_jackson_jr,2023,2024,Y,Y,Y,2023,2,36,N
1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,"Jackson Jr., Jaren",J. Jackson Jr.,jaren-jackson-jr,1999-09-15T00:00:00,Michigan State,USA,Michigan State/USA,6-10,242,6,13,Forward-Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jaren_jackson_jr,2018,2024,N,Y,Y,2018,1,4,N
1631218,Trayce,Jackson-Davis,Trayce Jackson-Davis,"Jackson-Davis, Trayce",T. Jackson-Davis,trayce-jackson-davis,2000-02-22T00:00:00,Indiana,USA,Indiana/USA,6-9,245,1,32,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,trayce_jackson-davis,2023,2024,Y,Y,Y,2023,2,57,N
1642355,Bronny,James,Bronny James,"James, Bronny",B. James,bronny-james,2004-10-06T00:00:00,Southern California,USA,Southern California/USA,6-3,210,0,9,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,tmp_bronny_james,2024,2024,Y,Y,Y,2024,2,55,N
2544,LeBron,James,LeBron James,"James, LeBron",L. James,lebron-james,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250,21,23,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003,2024,N,Y,Y,2003,1,1,Y
1631170,Jaime,Jaquez Jr.,Jaime Jaquez Jr.,"Jaquez Jr., Jaime",J. Jaquez Jr.,jaime-jaquez-jr,2001-02-18T00:00:00,UCLA,USA,UCLA/USA,6-6,225,1,11,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,jaime_jaquez_jr,2023,2024,N,Y,Y,2023,1,18,N
1629610,DaQuan,Jeffries,DaQuan Jeffries,"Jeffries, DaQuan",D. Jeffries,daquan-jeffries,1997-08-30T00:00:00,Tulsa,USA,Tulsa/USA,6-5,222,5,3,Guard-Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,daquan_jeffries,2019,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1641998,Trey,Jemison III,Trey Jemison III,"Jemison III, Trey",T. Jemison III,trey-jemison-iii,1999-11-28T00:00:00,Alabama-Birmingham,USA,Alabama-Birmingham/USA,6-10,260,1,55,Center,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,trey_jemison,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642450,Daniss,Jenkins,Daniss Jenkins,"Jenkins, Daniss",D. Jenkins,daniss-jenkins,2001-08-17T00:00:00,St. John's,USA,St. John's/USA,6-3,165,0,24,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,daniss_jenkins,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1629660,Ty,Jerome,Ty Jerome,"Jerome, Ty",T. Jerome,ty-jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,6-5,195,5,2,Guard-Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ty_jerome,2019,2024,Y,Y,Y,2019,1,24,N
1630198,Isaiah,Joe,Isaiah Joe,"Joe, Isaiah",I. Joe,isaiah-joe,1999-07-02T00:00:00,Arkansas,USA,Arkansas/USA,6-3,165,4,11,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,isaiah_joe,2020,2024,Y,Y,Y,2020,2,49,N
1642358,AJ,Johnson,AJ Johnson,"Johnson, AJ",A. Johnson,aj-johnson,2004-12-01T00:00:00,Illawarra,USA,Illawarra/USA,6-5,160,0,77,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,aj_johnson,2024,2024,Y,Y,Y,2024,1,23,N
1629661,Cameron,Johnson,Cameron Johnson,"Johnson, Cameron",C. Johnson,cameron-johnson,1996-03-03T00:00:00,North Carolina,USA,North Carolina/USA,6-8,210,5,2,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,cameron_johnson,2019,2024,N,Y,Y,2019,1,11,N
1630552,Jalen,Johnson,Jalen Johnson,"Johnson, Jalen",J. Johnson,jalen-johnson,2001-12-18T00:00:00,Duke,USA,Duke/USA,6-8,219,3,1,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,jalen_johnson,2021,2024,Y,Y,Y,2021,1,20,N
201949,James,Johnson,James Johnson,"Johnson, James",J. Johnson,james-johnson,1987-02-20T00:00:00,Wake Forest,USA,Wake Forest/USA,6-7,240,15,16,Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,james_johnson,2009,2024,Y,Y,Y,2009,1,16,N
1629640,Keldon,Johnson,Keldon Johnson,"Johnson, Keldon",K. Johnson,keldon-johnson,1999-10-11T00:00:00,Kentucky,USA,Kentucky/USA,6-5,220,5,0,Forward-Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,keldon_johnson,2019,2024,Y,Y,Y,2019,1,29,N
1630553,Keon,Johnson,Keon Johnson,"Johnson, Keon",K. Johnson,keon-johnson,2002-03-10T00:00:00,Tennessee,USA,Tennessee/USA,6-5,185,3,45,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,keon_johnson,2021,2024,Y,Y,Y,2021,1,21,N
1642352,Keshad,Johnson,Keshad Johnson,"Johnson, Keshad",K. Johnson,keshad-johnson,2001-06-23T00:00:00,Arizona,USA,Arizona/USA,6-7,225,0,16,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,tmp_keshad_johnson,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203999,Nikola,Jokić,Nikola Jokić,"Jokić, Nikola",N. Jokić,nikola-jokić,1995-02-19T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,6-11,284,9,15,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015,2024,N,Y,Y,2014,2,41,N
1641732,Colby,Jones,Colby Jones,"Jones, Colby",C. Jones,colby-jones,2002-05-28T00:00:00,Xavier,USA,Xavier/USA,6-6,207,1,20,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,colby_jones,2023,2024,Y,Y,Y,2023,2,34,N
1641794,Dillon,Jones,Dillon Jones,"Jones, Dillon",D. Jones,dillon-jones,2001-10-29T00:00:00,Weber State,USA,Weber State/USA,6-5,235,0,3,Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,dillon_jones,2024,2024,Y,Y,Y,2024,1,26,N
1630529,Herbert,Jones,Herbert Jones,"Jones, Herbert",H. Jones,herbert-jones,1998-10-06T00:00:00,Alabama,USA,Alabama/USA,6-7,206,3,2,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,herbert_jones,2021,2024,N,Y,Y,2021,2,35,N
1642403,Isaac,Jones,Isaac Jones,"Jones, Isaac",I. Jones,isaac-jones,2000-07-11T00:00:00,Washington State,USA,Washington State/USA,6-9,245,0,17,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,isaac_jones,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630539,Kai,Jones,Kai Jones,"Jones, Kai",K. Jones,kai-jones,2001-01-19T00:00:00,Texas,Bahamas,Texas/Bahamas,6-11,221,2,23,Center-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,kai_jones,2021,2024,Y,Y,Y,2021,1,19,N
1630222,Mason,Jones,Mason Jones,"Jones, Mason",M. Jones,mason-jones,1998-07-21T00:00:00,Arkansas,USA,Arkansas/USA,6-4,200,3,8,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,mason_jones,2020,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1642461,Spencer,Jones,Spencer Jones,"Jones, Spencer",S. Jones,spencer-jones,2001-06-14T00:00:00,Stanford,USA,Stanford/USA,6-7,225,0,21,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,spencer_jones,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630200,Tre,Jones,Tre Jones,"Jones, Tre",T. Jones,tre-jones,2000-01-08T00:00:00,Duke,USA,Duke/USA,6-1,185,4,33,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,tre_jones,2020,2024,Y,Y,Y,2020,2,41,N
1626145,Tyus,Jones,Tyus Jones,"Jones, Tyus",T. Jones,tyus-jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,6-1,196,9,21,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,tyus_jones,2015,2024,Y,Y,Y,2015,1,24,N
1627884,Derrick,Jones Jr.,Derrick Jones Jr.,"Jones Jr., Derrick",D. Jones Jr.,derrick-jones-jr,1997-02-15T00:00:00,UNLV,USA,UNLV/USA,6-6,210,8,55,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,derrick_jones_jr,2016,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201599,DeAndre,Jordan,DeAndre Jordan,"Jordan, DeAndre",D. Jordan,deandre-jordan,1988-07-21T00:00:00,Texas A&M,USA,Texas A&M/USA,6-11,265,16,6,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,deandre_jordan,2008,2024,N,Y,Y,2008,2,35,N
202709,Cory,Joseph,Cory Joseph,"Joseph, Cory",C. Joseph,cory-joseph,1991-08-20T00:00:00,Texas,Canada,Texas/Canada,6-2,200,13,10,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,cory_joseph,2011,2024,Y,Y,Y,2011,1,29,N
1631107,Nikola,Jović,Nikola Jović,"Jović, Nikola",N. Jović,nikola-jović,2003-06-09T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,6-10,205,2,5,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,nikola_jovic,2022,2024,Y,Y,Y,2022,1,27,N
1630548,Johnny,Juzang,Johnny Juzang,"Juzang, Johnny",J. Juzang,johnny-juzang,2001-03-17T00:00:00,UCLA,USA,UCLA/USA,6-5,226,2,33,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,johnny_juzang,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
